"sex","age_cat","race","priors_count","c_charge_degree","length_of_stay","two_year_recid"
"Male","> 45","Caucasian",0,"M",0,"0"
"Female","25 - 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",1,"M",0,"1"
"Male","25 - 45","African-American",1,"M",2,"0"
"Male","< 25","Caucasian",2,"M",15,"0"
"Male","25 - 45","African-American",14,"F",0,"0"
"Male","25 - 45","African-American",16,"F",1,"1"
"Male","25 - 45","Caucasian",0,"F",7,"0"
"Male","< 25","Caucasian",1,"M",1,"0"
"Male","25 - 45","African-American",1,"F",168,"1"
"Male","25 - 45","Caucasian",0,"F",0,"0"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","Caucasian",1,"F",1,"0"
"Male","> 45","Caucasian",6,"F",55,"0"
"Male","25 - 45","Caucasian",1,"F",2,"1"
"Male","> 45","African-American",0,"F",0,"1"
"Male","25 - 45","African-American",7,"F",24,"0"
"Male","25 - 45","African-American",0,"M",2,"0"
"Male","25 - 45","African-American",8,"F",49,"1"
"Male","> 45","Caucasian",0,"M",2,"0"
"Male","> 45","African-American",0,"M",1,"1"
"Male","25 - 45","African-American",1,"M",1,"0"
"Male","25 - 45","Caucasian",0,"F",2,"1"
"Female","25 - 45","Caucasian",1,"M",11,"1"
"Male","25 - 45","Caucasian",9,"M",1,"1"
"Male","> 45","African-American",2,"F",8,"1"
"Male","25 - 45","African-American",1,"F",23,"1"
"Male","25 - 45","African-American",2,"F",18,"0"
"Female","< 25","African-American",4,"M",1,"1"
"Male","< 25","African-American",1,"M",3,"0"
"Female","> 45","African-American",2,"F",12,"0"
"Male","25 - 45","African-American",2,"M",9,"1"
"Male","> 45","African-American",6,"M",77,"1"
"Male","25 - 45","Caucasian",8,"F",2,"1"
"Female","25 - 45","African-American",0,"M",1,"0"
"Male","< 25","Caucasian",0,"F",7,"1"
"Female","> 45","Caucasian",0,"M",4,"0"
"Male","> 45","Caucasian",0,"F",27,"0"
"Male","> 45","African-American",1,"M",1,"0"
"Male","> 45","African-American",3,"M",2,"1"
"Male","25 - 45","African-American",5,"F",137,"0"
"Male","> 45","Caucasian",1,"F",1,"0"
"Male","< 25","African-American",2,"F",2,"1"
"Male","25 - 45","African-American",5,"F",36,"1"
"Male","25 - 45","African-American",4,"M",1,"0"
"Male","< 25","African-American",1,"F",15,"1"
"Female","25 - 45","African-American",7,"F",2,"0"
"Female","25 - 45","African-American",0,"F",0,"0"
"Female","25 - 45","African-American",3,"F",9,"1"
"Male","> 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",0,"M",1,"0"
"Male","> 45","Caucasian",0,"M",2,"0"
"Male","< 25","African-American",0,"M",1,"0"
"Male","> 45","African-American",22,"M",1,"0"
"Male","25 - 45","African-American",0,"M",0,"0"
"Male","25 - 45","African-American",9,"F",196,"1"
"Male","< 25","Caucasian",1,"F",1,"0"
"Male","25 - 45","Caucasian",0,"M",0,"0"
"Male","> 45","African-American",0,"F",1,"1"
"Male","25 - 45","African-American",10,"F",1,"1"
"Male","< 25","Caucasian",0,"F",1,"0"
"Female","> 45","Caucasian",0,"F",20,"1"
"Male","> 45","Caucasian",2,"M",1,"1"
"Female","< 25","African-American",0,"F",1,"1"
"Male","25 - 45","Caucasian",0,"F",1,"1"
"Male","> 45","Caucasian",2,"F",17,"0"
"Male","25 - 45","African-American",11,"F",3,"1"
"Male","25 - 45","Caucasian",5,"M",0,"0"
"Female","25 - 45","African-American",1,"F",8,"1"
"Female","> 45","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",13,"F",1,"1"
"Male","25 - 45","Caucasian",13,"F",33,"1"
"Male","25 - 45","African-American",5,"M",1,"1"
"Male","< 25","African-American",0,"F",0,"0"
"Male","25 - 45","African-American",8,"F",2,"1"
"Female","25 - 45","African-American",13,"F",2,"0"
"Male","< 25","African-American",0,"F",13,"1"
"Male","< 25","African-American",0,"F",1,"1"
"Male","> 45","Caucasian",2,"M",1,"0"
"Female","25 - 45","African-American",5,"F",1,"1"
"Male","> 45","African-American",7,"F",182,"0"
"Female","< 25","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",6,"M",1,"1"
"Male","25 - 45","Caucasian",3,"F",1,"0"
"Male","25 - 45","African-American",3,"F",4,"1"
"Male","25 - 45","Caucasian",0,"M",2,"0"
"Male","25 - 45","African-American",1,"F",8,"1"
"Male","25 - 45","African-American",1,"F",1,"1"
"Male","< 25","African-American",1,"F",1,"0"
"Male","25 - 45","Caucasian",3,"F",2,"1"
"Male","25 - 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","> 45","Caucasian",1,"F",2,"0"
"Male","> 45","Caucasian",0,"M",0,"0"
"Male","> 45","African-American",14,"F",33,"1"
"Male","< 25","African-American",1,"F",2,"1"
"Male","25 - 45","Caucasian",6,"M",10,"0"
"Female","> 45","Caucasian",2,"F",1,"1"
"Male","25 - 45","African-American",7,"F",1,"0"
"Male","25 - 45","Caucasian",1,"M",1,"0"
"Male","> 45","African-American",7,"F",3,"1"
"Male","> 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",0,"M",2,"0"
"Male","25 - 45","African-American",0,"M",29,"1"
"Male","25 - 45","African-American",4,"M",1,"1"
"Male","25 - 45","African-American",0,"F",42,"0"
"Male","25 - 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",2,"F",1,"1"
"Female","25 - 45","African-American",0,"M",1,"1"
"Male","25 - 45","African-American",10,"M",0,"1"
"Male","< 25","African-American",1,"F",1,"1"
"Male","25 - 45","African-American",0,"F",241,"1"
"Male","> 45","African-American",2,"F",1,"1"
"Male","25 - 45","African-American",1,"F",2,"0"
"Male","25 - 45","African-American",12,"M",11,"1"
"Male","25 - 45","African-American",0,"F",7,"1"
"Male","25 - 45","African-American",0,"M",42,"0"
"Male","25 - 45","Caucasian",0,"M",1,"0"
"Female","25 - 45","African-American",1,"F",45,"0"
"Male","25 - 45","Caucasian",4,"M",31,"0"
"Male","> 45","Caucasian",1,"F",1,"0"
"Male","< 25","African-American",3,"M",0,"1"
"Male","< 25","African-American",0,"F",1,"0"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Male","< 25","African-American",1,"F",2,"0"
"Male","25 - 45","Caucasian",7,"M",2,"1"
"Male","25 - 45","African-American",11,"F",1,"1"
"Male","25 - 45","Caucasian",4,"F",42,"0"
"Male","> 45","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",1,"F",5,"0"
"Female","25 - 45","Caucasian",0,"M",1,"0"
"Female","25 - 45","African-American",2,"F",408,"1"
"Female","25 - 45","African-American",0,"M",1,"0"
"Male","> 45","African-American",0,"M",1,"0"
"Male","25 - 45","Caucasian",2,"M",13,"0"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",1,"F",17,"0"
"Male","25 - 45","African-American",3,"F",1,"0"
"Male","< 25","Caucasian",3,"M",1,"1"
"Male","> 45","Caucasian",19,"F",2,"1"
"Male","25 - 45","African-American",1,"F",0,"0"
"Female","> 45","Caucasian",1,"F",1,"1"
"Male","25 - 45","Caucasian",3,"F",15,"1"
"Male","< 25","Caucasian",4,"F",0,"1"
"Male","25 - 45","African-American",6,"F",84,"0"
"Male","< 25","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",2,"F",1,"1"
"Male","25 - 45","African-American",3,"M",1,"0"
"Female","> 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",0,"F",2,"0"
"Male","25 - 45","Caucasian",4,"F",4,"1"
"Female","25 - 45","Caucasian",2,"F",14,"0"
"Male","< 25","Caucasian",3,"F",41,"1"
"Male","25 - 45","Caucasian",3,"M",1,"1"
"Female","> 45","Caucasian",0,"M",1,"0"
"Male","< 25","Caucasian",3,"F",0,"1"
"Male","25 - 45","African-American",2,"M",1,"0"
"Male","25 - 45","African-American",0,"F",177,"0"
"Male","25 - 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","African-American",13,"F",3,"0"
"Male","25 - 45","African-American",6,"F",1,"0"
"Male","< 25","African-American",0,"F",2,"0"
"Male","25 - 45","Caucasian",1,"F",1,"0"
"Male","< 25","Caucasian",0,"F",37,"1"
"Male","25 - 45","African-American",10,"F",94,"0"
"Male","> 45","Caucasian",1,"F",1,"0"
"Male","25 - 45","African-American",13,"M",7,"1"
"Female","25 - 45","African-American",6,"M",1,"0"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",4,"F",73,"1"
"Male","< 25","African-American",1,"M",1,"0"
"Male","< 25","Caucasian",3,"M",9,"1"
"Male","25 - 45","African-American",8,"M",4,"1"
"Male","> 45","African-American",0,"F",2,"1"
"Male","25 - 45","Caucasian",7,"F",1,"1"
"Male","25 - 45","Caucasian",6,"F",270,"1"
"Male","25 - 45","African-American",25,"F",186,"1"
"Male","> 45","African-American",9,"M",1,"0"
"Male","< 25","African-American",1,"F",2,"0"
"Male","25 - 45","African-American",1,"F",219,"1"
"Female","> 45","Caucasian",1,"M",1,"0"
"Male","25 - 45","Caucasian",6,"F",3,"1"
"Male","> 45","Caucasian",7,"F",194,"1"
"Male","25 - 45","Caucasian",2,"M",3,"0"
"Female","25 - 45","Caucasian",0,"F",1,"0"
"Male","> 45","Caucasian",1,"F",3,"0"
"Female","25 - 45","African-American",3,"F",16,"0"
"Male","25 - 45","African-American",0,"F",1,"1"
"Female","< 25","African-American",0,"M",1,"1"
"Male","< 25","African-American",0,"M",1,"1"
"Male","> 45","Caucasian",0,"F",5,"0"
"Male","> 45","African-American",8,"M",1,"1"
"Male","25 - 45","African-American",5,"F",3,"1"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","< 25","Caucasian",3,"M",36,"1"
"Male","25 - 45","African-American",14,"M",1,"1"
"Male","25 - 45","African-American",5,"F",0,"0"
"Male","> 45","African-American",0,"F",2,"0"
"Male","< 25","African-American",0,"F",2,"0"
"Male","< 25","African-American",3,"F",274,"1"
"Male","< 25","African-American",1,"F",31,"1"
"Male","> 45","African-American",1,"M",10,"0"
"Male","< 25","African-American",5,"F",2,"1"
"Male","< 25","African-American",0,"F",1,"1"
"Male","< 25","African-American",1,"F",36,"1"
"Male","25 - 45","Caucasian",1,"F",2,"1"
"Female","25 - 45","Caucasian",1,"M",1,"1"
"Male","> 45","African-American",0,"M",0,"1"
"Male","25 - 45","African-American",13,"F",36,"1"
"Female","25 - 45","Caucasian",4,"F",2,"0"
"Male","< 25","African-American",0,"F",11,"0"
"Male","> 45","Caucasian",10,"F",1,"0"
"Male","25 - 45","Caucasian",2,"M",0,"0"
"Male","25 - 45","Caucasian",7,"F",1,"1"
"Male","< 25","African-American",0,"F",2,"0"
"Male","25 - 45","Caucasian",0,"F",5,"0"
"Male","< 25","African-American",0,"F",0,"1"
"Male","25 - 45","African-American",26,"F",1,"1"
"Male","25 - 45","Caucasian",0,"F",7,"0"
"Male","> 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","Caucasian",19,"F",82,"1"
"Male","> 45","Caucasian",0,"F",0,"0"
"Female","25 - 45","Caucasian",1,"F",1,"1"
"Male","25 - 45","African-American",9,"M",2,"1"
"Male","25 - 45","African-American",9,"F",1,"1"
"Male","25 - 45","African-American",3,"M",0,"1"
"Male","25 - 45","African-American",7,"F",36,"0"
"Female","25 - 45","African-American",0,"M",2,"1"
"Female","25 - 45","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",22,"F",81,"1"
"Male","< 25","Caucasian",2,"F",1,"0"
"Male","25 - 45","African-American",8,"M",10,"1"
"Male","25 - 45","Caucasian",2,"F",3,"0"
"Male","25 - 45","African-American",7,"F",2,"0"
"Female","25 - 45","Caucasian",0,"F",1,"1"
"Male","25 - 45","African-American",10,"F",33,"1"
"Male","25 - 45","Caucasian",2,"F",1,"1"
"Male","25 - 45","African-American",0,"F",1,"0"
"Female","25 - 45","African-American",9,"F",243,"1"
"Male","25 - 45","African-American",16,"F",1,"1"
"Male","25 - 45","Caucasian",3,"F",1,"1"
"Male","25 - 45","Caucasian",4,"F",2,"1"
"Male","< 25","Caucasian",2,"F",12,"1"
"Male","25 - 45","African-American",5,"M",1,"1"
"Male","25 - 45","African-American",2,"M",47,"0"
"Male","> 45","African-American",9,"F",35,"1"
"Male","25 - 45","African-American",7,"F",1,"1"
"Male","25 - 45","African-American",1,"F",0,"1"
"Male","25 - 45","Caucasian",3,"M",30,"1"
"Male","25 - 45","African-American",0,"M",3,"0"
"Male","25 - 45","African-American",3,"M",7,"0"
"Female","25 - 45","African-American",0,"F",1,"0"
"Male","> 45","Caucasian",2,"M",1,"0"
"Male","> 45","African-American",12,"M",3,"0"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",0,"F",2,"1"
"Male","25 - 45","African-American",4,"M",1,"1"
"Male","25 - 45","Caucasian",0,"M",0,"0"
"Male","25 - 45","African-American",5,"M",1,"0"
"Male","25 - 45","African-American",1,"F",1,"1"
"Male","> 45","African-American",9,"F",1,"0"
"Male","25 - 45","African-American",12,"F",0,"1"
"Male","< 25","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",4,"F",1,"1"
"Male","> 45","Caucasian",1,"F",33,"0"
"Male","< 25","African-American",0,"F",31,"1"
"Male","25 - 45","African-American",4,"M",1,"0"
"Female","< 25","African-American",2,"M",8,"1"
"Male","> 45","Caucasian",2,"F",23,"0"
"Male","25 - 45","African-American",1,"M",0,"0"
"Male","< 25","Caucasian",0,"F",0,"1"
"Male","> 45","Caucasian",1,"F",21,"0"
"Male","25 - 45","African-American",5,"F",35,"0"
"Male","< 25","African-American",3,"F",319,"1"
"Male","< 25","African-American",1,"F",13,"0"
"Male","< 25","Caucasian",1,"F",5,"1"
"Male","25 - 45","African-American",6,"M",1,"1"
"Male","25 - 45","African-American",14,"M",20,"1"
"Male","> 45","African-American",6,"M",1,"1"
"Male","> 45","African-American",7,"F",4,"1"
"Male","25 - 45","African-American",1,"M",1,"0"
"Male","> 45","Caucasian",2,"F",3,"0"
"Male","25 - 45","African-American",22,"F",2,"0"
"Male","< 25","African-American",1,"M",1,"1"
"Male","< 25","Caucasian",0,"F",0,"0"
"Male","< 25","African-American",0,"F",2,"1"
"Male","25 - 45","African-American",4,"M",54,"0"
"Male","25 - 45","African-American",1,"M",6,"1"
"Male","> 45","African-American",24,"M",32,"1"
"Male","> 45","Caucasian",12,"F",6,"1"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","< 25","African-American",1,"F",1,"0"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Male","> 45","African-American",5,"F",32,"0"
"Male","25 - 45","African-American",2,"F",4,"1"
"Male","< 25","African-American",2,"F",7,"1"
"Male","> 45","Caucasian",1,"F",33,"1"
"Male","< 25","African-American",0,"F",2,"1"
"Male","25 - 45","Caucasian",5,"M",1,"1"
"Male","< 25","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",1,"M",1,"1"
"Male","> 45","Caucasian",0,"M",1,"0"
"Female","25 - 45","African-American",3,"M",1,"1"
"Male","25 - 45","African-American",2,"F",160,"0"
"Male","> 45","Caucasian",0,"M",2,"0"
"Male","< 25","African-American",1,"M",0,"1"
"Male","25 - 45","Caucasian",1,"M",0,"1"
"Male","< 25","African-American",3,"F",91,"1"
"Male","25 - 45","Caucasian",9,"M",1,"1"
"Male","> 45","Caucasian",1,"M",1,"0"
"Male","> 45","African-American",18,"M",41,"1"
"Male","< 25","African-American",1,"F",1,"1"
"Male","25 - 45","African-American",3,"M",12,"1"
"Male","25 - 45","African-American",6,"F",3,"1"
"Male","25 - 45","Caucasian",1,"F",1,"1"
"Male","25 - 45","Caucasian",1,"F",1,"0"
"Male","> 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",3,"M",0,"0"
"Male","< 25","African-American",0,"F",118,"1"
"Male","< 25","African-American",0,"M",1,"0"
"Male","> 45","Caucasian",18,"M",3,"1"
"Male","25 - 45","African-American",2,"F",1,"1"
"Male","> 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","African-American",0,"F",2,"0"
"Male","25 - 45","African-American",6,"F",2,"0"
"Female","25 - 45","African-American",0,"F",7,"1"
"Male","> 45","Caucasian",0,"M",1,"1"
"Male","25 - 45","African-American",3,"F",1,"0"
"Male","25 - 45","Caucasian",11,"F",315,"1"
"Male","> 45","Caucasian",1,"F",2,"0"
"Male","25 - 45","Caucasian",0,"M",1,"0"
"Male","> 45","African-American",1,"M",2,"1"
"Male","> 45","Caucasian",3,"F",2,"0"
"Male","> 45","Caucasian",3,"F",0,"0"
"Female","< 25","Caucasian",0,"F",1,"0"
"Female","> 45","African-American",10,"F",4,"1"
"Male","25 - 45","African-American",0,"F",1,"0"
"Female","25 - 45","Caucasian",0,"M",0,"0"
"Male","> 45","Caucasian",1,"M",5,"1"
"Male","< 25","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",9,"M",1,"1"
"Male","< 25","African-American",4,"F",1,"1"
"Male","> 45","Caucasian",1,"M",4,"0"
"Female","> 45","Caucasian",0,"M",0,"0"
"Female","< 25","Caucasian",2,"M",1,"0"
"Male","25 - 45","African-American",1,"M",38,"1"
"Female","> 45","Caucasian",1,"M",0,"0"
"Male","< 25","Caucasian",6,"F",1,"0"
"Female","25 - 45","Caucasian",0,"F",1,"0"
"Female","25 - 45","Caucasian",2,"F",181,"0"
"Female","< 25","African-American",1,"F",13,"0"
"Male","< 25","African-American",2,"F",1,"1"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","< 25","African-American",0,"F",1,"0"
"Male","> 45","Caucasian",1,"M",4,"0"
"Male","25 - 45","African-American",6,"F",2,"1"
"Male","25 - 45","African-American",7,"F",39,"1"
"Male","25 - 45","African-American",5,"F",181,"1"
"Male","< 25","African-American",1,"F",13,"0"
"Male","> 45","Caucasian",8,"F",1,"0"
"Female","25 - 45","African-American",1,"F",44,"0"
"Female","> 45","Caucasian",7,"F",1,"1"
"Male","25 - 45","African-American",3,"M",1,"0"
"Female","25 - 45","African-American",1,"F",116,"1"
"Male","> 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",0,"M",0,"1"
"Male","25 - 45","African-American",0,"M",0,"0"
"Male","> 45","African-American",19,"F",39,"1"
"Male","> 45","African-American",24,"F",6,"0"
"Male","25 - 45","African-American",2,"M",1,"0"
"Male","25 - 45","Caucasian",9,"F",88,"1"
"Male","> 45","African-American",15,"F",60,"0"
"Male","25 - 45","African-American",6,"F",4,"1"
"Male","< 25","African-American",3,"F",1,"1"
"Male","< 25","Caucasian",2,"F",8,"1"
"Male","25 - 45","African-American",1,"F",1,"1"
"Female","< 25","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",9,"F",1,"0"
"Female","> 45","African-American",0,"F",1,"0"
"Male","< 25","African-American",1,"F",1,"0"
"Male","< 25","African-American",0,"F",1,"0"
"Male","25 - 45","Caucasian",10,"F",0,"1"
"Female","< 25","African-American",1,"F",12,"1"
"Male","25 - 45","African-American",1,"M",2,"1"
"Male","< 25","African-American",2,"F",85,"1"
"Male","< 25","Caucasian",0,"F",1,"0"
"Female","25 - 45","African-American",3,"F",1,"0"
"Male","< 25","African-American",0,"F",3,"1"
"Male","> 45","Caucasian",2,"M",39,"0"
"Male","> 45","African-American",1,"F",1,"0"
"Male","< 25","African-American",0,"F",1,"1"
"Male","> 45","African-American",20,"F",2,"0"
"Male","> 45","Caucasian",1,"M",0,"1"
"Female","< 25","African-American",0,"F",6,"0"
"Male","< 25","African-American",5,"F",1,"1"
"Female","25 - 45","African-American",3,"F",12,"1"
"Female","25 - 45","Caucasian",0,"F",0,"0"
"Male","< 25","Caucasian",0,"F",0,"0"
"Male","25 - 45","Caucasian",5,"F",21,"1"
"Male","< 25","Caucasian",3,"F",245,"1"
"Female","25 - 45","African-American",0,"M",1,"0"
"Female","25 - 45","Caucasian",1,"F",1,"0"
"Male","25 - 45","African-American",8,"F",2,"0"
"Male","25 - 45","Caucasian",3,"F",26,"0"
"Male","25 - 45","African-American",2,"M",7,"1"
"Male","25 - 45","African-American",0,"F",1,"1"
"Male","25 - 45","African-American",24,"M",1,"1"
"Male","< 25","African-American",1,"F",0,"0"
"Female","25 - 45","African-American",3,"M",1,"0"
"Male","25 - 45","Caucasian",3,"F",41,"0"
"Male","25 - 45","Caucasian",0,"F",7,"0"
"Male","25 - 45","African-American",2,"M",12,"1"
"Male","25 - 45","African-American",9,"M",2,"0"
"Female","25 - 45","African-American",0,"F",1,"1"
"Female","25 - 45","African-American",1,"M",2,"0"
"Female","> 45","African-American",0,"M",1,"0"
"Male","< 25","Caucasian",0,"F",1,"1"
"Male","25 - 45","Caucasian",5,"M",105,"0"
"Male","25 - 45","Caucasian",9,"F",117,"1"
"Female","25 - 45","Caucasian",1,"F",0,"0"
"Male","> 45","African-American",0,"F",26,"1"
"Male","25 - 45","African-American",5,"F",236,"1"
"Female","> 45","African-American",7,"M",19,"0"
"Male","> 45","Caucasian",3,"M",1,"0"
"Male","25 - 45","Caucasian",0,"M",6,"1"
"Male","< 25","African-American",2,"F",11,"1"
"Male","25 - 45","Caucasian",9,"F",54,"0"
"Male","< 25","African-American",0,"M",35,"1"
"Male","25 - 45","African-American",5,"F",5,"1"
"Male","> 45","African-American",0,"M",0,"1"
"Male","25 - 45","African-American",5,"F",2,"0"
"Male","> 45","African-American",13,"F",242,"1"
"Male","25 - 45","African-American",2,"F",0,"0"
"Male","< 25","African-American",1,"F",5,"1"
"Male","> 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","African-American",7,"F",4,"1"
"Male","25 - 45","African-American",0,"M",1,"0"
"Male","25 - 45","Caucasian",4,"F",5,"1"
"Female","25 - 45","African-American",2,"F",78,"0"
"Female","< 25","African-American",2,"M",31,"0"
"Male","< 25","African-American",4,"F",51,"1"
"Male","25 - 45","Caucasian",0,"M",1,"1"
"Male","< 25","African-American",2,"F",22,"0"
"Male","25 - 45","Caucasian",0,"F",0,"0"
"Male","25 - 45","African-American",2,"F",19,"1"
